total,daytype_inweek,daytype_weekend,hod_00h,hod_01h,hod_02h,hod_03h,hod_04h,hod_05h,hod_06h,hod_07h,hod_08h,hod_09h,hod_10h,hod_11h,hod_12h,hod_13h,hod_14h,hod_15h,hod_16h,hod_17h,hod_18h,hod_19h,hod_20h,hod_21h,hod_22h,hod_23h,dow_mon,dow_tue,dow_wed,dow_thu,dow_fri,dow_sat,dow_sun
81445.3214286,431458.0,143347.0,663.392857143,471.178571429,313.535714286,342.464285714,445.964285714,991.178571429,2321.89285714,4395.07142857,4943.03571429,4813.25,5155.39285714,5245.71428571,5298.0,5167.75,5135.82142857,5360.67857143,5831.0,6462.14285714,5220.82142857,4099.53571429,3124.14285714,2446.14285714,2001.0,1196.21428571,78992.0,82840.75,105694.0,81941.25,81990.0,74304.25,64355.0
