total,daytype_inweek,daytype_weekend,hod_00h,hod_01h,hod_02h,hod_03h,hod_04h,hod_05h,hod_06h,hod_07h,hod_08h,hod_09h,hod_10h,hod_11h,hod_12h,hod_13h,hod_14h,hod_15h,hod_16h,hod_17h,hod_18h,hod_19h,hod_20h,hod_21h,hod_22h,hod_23h,dow_mon,dow_tue,dow_wed,dow_thu,dow_fri,dow_sat,dow_sun
53415.7857143,271956.5,100664.75,155.785714286,112.321428571,86.8571428571,92.3928571429,160.607142857,398.785714286,865.678571429,1531.89285714,2157.89285714,3312.42857143,4554.53571429,4645.5,4269.78571429,4090.0,4201.82142857,4357.10714286,4626.78571429,4217.32142857,3070.96428571,2241.71428571,1652.14285714,1277.39285714,898.75,437.321428571,51704.75,52048.0,65998.75,50013.75,52191.25,52994.0,48960.0
