D,2017-11-19T00:00:17,000295-0200005648,0,130,71949891ed84457aa71d901d5bb4eed98c31bcb26c2f36a0f35fd021f35a73d5,23410,0,0,1
D,2017-11-19T00:00:40,000295-0200006357,0,130,a11f3b658958754682d2b2d1b61e57d4b0b9473187a7c1820af03db45fee1c35,23410,-64,-5.5,0
D,2017-11-19T00:00:43,000295-0200006159,0,130,119714591db4f53637c40927817dccbd581cd5cfc20e2851f8703a8accd0f429,23410,0,0,0
D,2017-11-19T00:01:49,000295-0200005648,0,130,1bdcbf6a2cd3875898f6882ddc98b033511d5d021351f62ed4b9fb775debc0b8,23410,0,0,1
D,2017-11-19T00:05:17,000295-0200006202,0,130,35c29559b4634b05dfbd24749a1b47b2a9a6251e38bae65a02a9cda9139a40cd,23410,0,0,0
D,2017-11-19T00:05:18,000295-0200006357,0,130,a12a6421f070049a48ad931f39571be046897fd65d6a07abac31060d5f88298b,23410,0,0,0
D,2017-11-19T00:05:27,000295-0200005648,0,130,71949891ed84457aa71d901d5bb4eed98c31bcb26c2f36a0f35fd021f35a73d5,23410,0,0,1
D,2017-11-19T00:05:51,000295-0200006357,0,130,a11f3b658958754682d2b2d1b61e57d4b0b9473187a7c1820af03db45fee1c35,23410,-63,-5.5,0
D,2017-11-19T00:06:59,000295-0200005648,0,130,1bdcbf6a2cd3875898f6882ddc98b033511d5d021351f62ed4b9fb775debc0b8,23410,0,0,1
D,2017-11-19T00:08:54,000295-0200006357,0,130,a71f44d20eb23bb4daff2ff8a64e6fca094a437d79f3b0143ab2b9a941d9769a,23410,-89,-8.5,0
D,2017-11-19T00:09:14,000295-0200006348,0,130,330ec21e4ca1f45f090a731b8f05ad447615f8ad0eecaebac81d9f3ec5a585f5,23410,0,0,0
D,2017-11-19T00:10:36,000295-0200005648,0,130,71949891ed84457aa71d901d5bb4eed98c31bcb26c2f36a0f35fd021f35a73d5,23410,0,0,1
D,2017-11-19T00:11:00,000295-0200006357,0,130,a11f3b658958754682d2b2d1b61e57d4b0b9473187a7c1820af03db45fee1c35,23410,-63,-6.5,0
D,2017-11-19T00:11:39,000295-0200006357,0,130,17e8f332cb562d247a3b18d1c7e9b8fd92c085bd1b7d3d6d882c1773817689d9,23410,0,0,0
D,2017-11-19T00:12:09,000295-0200005648,0,130,1bdcbf6a2cd3875898f6882ddc98b033511d5d021351f62ed4b9fb775debc0b8,23410,0,0,1
D,2017-11-19T00:14:05,000295-0200006159,0,130,7ee6d55a44c1b65856c71861ad3e218dec56c97fcbf5f9a67ab415345d7bdbd8,23410,-99,-5.5,0
D,2017-11-19T00:14:13,000295-0200006159,0,130,4a43654851629e4a1045b47a9ffadb78c2696aa34255a771b028242af6c76d3d,23410,0,0,0
D,2017-11-19T00:14:58,000295-0200006159,0,130,dc0931b8f32a8bcd4d5261830a0a22f84ed43235c2616ebc1e179762785088fc,23410,-89,-4.5,0
D,2017-11-19T00:15:46,000295-0200005648,0,130,71949891ed84457aa71d901d5bb4eed98c31bcb26c2f36a0f35fd021f35a73d5,23410,0,0,1
D,2017-11-19T00:16:11,000295-0200006357,0,130,a11f3b658958754682d2b2d1b61e57d4b0b9473187a7c1820af03db45fee1c35,23410,-63,-6.5,0
D,2017-11-19T00:16:20,000295-0200006357,0,130,6594412ea2e00eaa58392e9a685cc0ad348c77a3e3b442da47b945a008c7033e,23410,0,0,0
D,2017-11-19T00:17:19,000295-0200005648,0,130,1bdcbf6a2cd3875898f6882ddc98b033511d5d021351f62ed4b9fb775debc0b8,23410,0,0,1
