zone_id,area_id,total,daytype_inweek,daytype_weekend,hod_00h,hod_01h,hod_02h,hod_03h,hod_04h,hod_05h,hod_06h,hod_07h,hod_08h,hod_09h,hod_10h,hod_11h,hod_12h,hod_13h,hod_14h,hod_15h,hod_16h,hod_17h,hod_18h,hod_19h,hod_20h,hod_21h,hod_22h,hod_23h,dow_mon,dow_tue,dow_wed,dow_thu,dow_fri,dow_sat,dow_sun
E08000035,E02002403,3250.57142857,17631.0,5357.75,15.3571428571,15.2142857143,8.60714285714,6.32142857143,9.42857142857,22.8571428571,61.2857142857,160.857142857,207.678571429,165.071428571,190.0,212.321428571,231.928571429,230.178571429,228.25,223.535714286,259.392857143,280.321428571,212.035714286,166.142857143,127.821428571,97.2857142857,72.1785714286,46.5,3072.25,3420.25,4376.75,3417.5,3344.25,2837.5,2285.5
