zone_id,area_id,total,daytype_inweek,daytype_weekend,hod_00h,hod_01h,hod_02h,hod_03h,hod_04h,hod_05h,hod_06h,hod_07h,hod_08h,hod_09h,hod_10h,hod_11h,hod_12h,hod_13h,hod_14h,hod_15h,hod_16h,hod_17h,hod_18h,hod_19h,hod_20h,hod_21h,hod_22h,hod_23h,dow_mon,dow_tue,dow_wed,dow_thu,dow_fri,dow_sat,dow_sun
W06000006,W02000081,3170.67857143,17087.25,5306.25,14.5,14.0714285714,12.9642857143,9.35714285714,11.8571428571,30.3214285714,54.7857142857,121.571428571,171.892857143,164.035714286,186.464285714,196.214285714,214.357142857,206.25,210.642857143,208.785714286,240.678571429,256.892857143,228.464285714,193.464285714,156.035714286,121.892857143,89.6785714286,55.5,2992.75,3352.75,4205.75,3263.25,3272.75,2794.0,2313.5
