zone_id,area_id,total,daytype_inweek,daytype_weekend,hod_00h,hod_01h,hod_02h,hod_03h,hod_04h,hod_05h,hod_06h,hod_07h,hod_08h,hod_09h,hod_10h,hod_11h,hod_12h,hod_13h,hod_14h,hod_15h,hod_16h,hod_17h,hod_18h,hod_19h,hod_20h,hod_21h,hod_22h,hod_23h,dow_mon,dow_tue,dow_wed,dow_thu,dow_fri,dow_sat,dow_sun
S12000046,S02001873,2965.82142857,15617.75,5302.0,16.8214285714,17.1785714286,13.7857142857,10.9642857143,8.35714285714,14.5714285714,35.3928571429,93.25,154.357142857,162.892857143,160.428571429,183.25,199.071428571,206.892857143,215.857142857,233.285714286,234.357142857,227.392857143,207.642857143,170.821428571,141.607142857,107.5,86.9642857143,63.1785714286,2949.75,3009.75,3759.5,2858.25,3040.5,2790.75,2352.25
