total,daytype_inweek,daytype_weekend,hod_00h,hod_01h,hod_02h,hod_03h,hod_04h,hod_05h,hod_06h,hod_07h,hod_08h,hod_09h,hod_10h,hod_11h,hod_12h,hod_13h,hod_14h,hod_15h,hod_16h,hod_17h,hod_18h,hod_19h,hod_20h,hod_21h,hod_22h,hod_23h,dow_mon,dow_tue,dow_wed,dow_thu,dow_fri,dow_sat,dow_sun
52224.0357143,277127.0,91054.75,173.428571429,194.392857143,148.464285714,142.464285714,217.857142857,546.285714286,1253.78571429,2437.32142857,3028.5,2935.71428571,3252.82142857,3554.21428571,3750.21428571,3940.42857143,4048.57142857,4202.14285714,4415.03571429,4062.39285714,3053.32142857,2238.75,1799.21428571,1431.46428571,925.321428571,471.928571429,50833.0,53132.0,67970.0,52616.75,52575.25,48219.5,40221.75
