total,daytype_inweek,daytype_weekend,hod_00h,hod_01h,hod_02h,hod_03h,hod_04h,hod_05h,hod_06h,hod_07h,hod_08h,hod_09h,hod_10h,hod_11h,hod_12h,hod_13h,hod_14h,hod_15h,hod_16h,hod_17h,hod_18h,hod_19h,hod_20h,hod_21h,hod_22h,hod_23h,dow_mon,dow_tue,dow_wed,dow_thu,dow_fri,dow_sat,dow_sun
3967.03571429,21707.25,6245.5,3.82142857143,7.57142857143,9.78571428571,14.6071428571,21.6071428571,49.2142857143,81.3928571429,171.392857143,221.25,220.714285714,282.285714286,317.071428571,312.678571429,311.214285714,354.357142857,334.821428571,320.821428571,290.571428571,228.5,169.392857143,114.714285714,79.1428571429,38.2142857143,11.8928571429,4080.25,4084.5,5351.5,4188.5,4002.5,3896.75,2165.25
