total,daytype_inweek,daytype_weekend,hod_00h,hod_01h,hod_02h,hod_03h,hod_04h,hod_05h,hod_06h,hod_07h,hod_08h,hod_09h,hod_10h,hod_11h,hod_12h,hod_13h,hod_14h,hod_15h,hod_16h,hod_17h,hod_18h,hod_19h,hod_20h,hod_21h,hod_22h,hod_23h,dow_mon,dow_tue,dow_wed,dow_thu,dow_fri,dow_sat,dow_sun
111106.25,592051.5,183694.75,599.0,661.785714286,551.178571429,499.714285714,499.642857143,929.392857143,2257.53571429,4659.78571429,5868.89285714,6067.46428571,6866.85714286,7649.75,8316.89285714,8290.10714286,8181.46428571,8386.92857143,8647.35714286,8450.35714286,6844.03571429,5585.35714286,4345.75,3206.14285714,2278.07142857,1462.78571429,104426.0,115174.25,144853.0,110081.75,117516.5,106423.5,79268.75
