zone_id,area_id,total,daytype_inweek,daytype_weekend,hod_00h,hod_01h,hod_02h,hod_03h,hod_04h,hod_05h,hod_06h,hod_07h,hod_08h,hod_09h,hod_10h,hod_11h,hod_12h,hod_13h,hod_14h,hod_15h,hod_16h,hod_17h,hod_18h,hod_19h,hod_20h,hod_21h,hod_22h,hod_23h,dow_mon,dow_tue,dow_wed,dow_thu,dow_fri,dow_sat,dow_sun
E06000001,E02002491,1941.60714286,10260.75,3309.0,8.21428571429,7.60714285714,6.07142857143,5.57142857143,4.92857142857,15.1428571429,27.0357142857,53.2857142857,91.6071428571,103.607142857,125.321428571,132.178571429,147.5,140.535714286,152.178571429,155.571428571,145.821428571,146.035714286,127.535714286,110.5,86.5714285714,70.3214285714,46.2857142857,32.1785714286,1871.75,2048.5,2438.5,1831.25,2070.75,1893.25,1437.25
