total,daytype_inweek,daytype_weekend,hod_00h,hod_01h,hod_02h,hod_03h,hod_04h,hod_05h,hod_06h,hod_07h,hod_08h,hod_09h,hod_10h,hod_11h,hod_12h,hod_13h,hod_14h,hod_15h,hod_16h,hod_17h,hod_18h,hod_19h,hod_20h,hod_21h,hod_22h,hod_23h,dow_mon,dow_tue,dow_wed,dow_thu,dow_fri,dow_sat,dow_sun
51046.0714286,265514.25,95067.0,199.5,188.857142857,148.714285714,154.678571429,156.607142857,287.821428571,616.571428571,1227.35714286,1972.78571429,3126.21428571,4299.67857143,4513.5,4138.67857143,3957.25,3940.17857143,4053.10714286,4191.64285714,4022.10714286,3141.39285714,2308.25,1781.57142857,1335.75,876.785714286,407.071428571,51979.0,51493.75,62786.0,49997.5,49258.0,48720.25,43088.0
