zone_id,area_id,total,daytype_inweek,daytype_weekend,hod_00h,hod_01h,hod_02h,hod_03h,hod_04h,hod_05h,hod_06h,hod_07h,hod_08h,hod_09h,hod_10h,hod_11h,hod_12h,hod_13h,hod_14h,hod_15h,hod_16h,hod_17h,hod_18h,hod_19h,hod_20h,hod_21h,hod_22h,hod_23h,dow_mon,dow_tue,dow_wed,dow_thu,dow_fri,dow_sat,dow_sun
S12000008,S02001502,2854.60714286,15504.75,4855.25,9.92857142857,13.0714285714,8.96428571429,7.60714285714,8.42857142857,18.5357142857,47.75,112.392857143,177.392857143,166.0,178.714285714,194.071428571,205.857142857,200.392857143,199.678571429,210.5,207.25,214.25,183.571428571,158.571428571,133.535714286,98.4285714286,66.5357142857,33.1785714286,2939.75,2999.75,3824.25,2771.25,2969.75,2562.0,1915.5
