zone_id,area_id,total,daytype_inweek,daytype_weekend,hod_00h,hod_01h,hod_02h,hod_03h,hod_04h,hod_05h,hod_06h,hod_07h,hod_08h,hod_09h,hod_10h,hod_11h,hod_12h,hod_13h,hod_14h,hod_15h,hod_16h,hod_17h,hod_18h,hod_19h,hod_20h,hod_21h,hod_22h,hod_23h,dow_mon,dow_tue,dow_wed,dow_thu,dow_fri,dow_sat,dow_sun
E07000195,E02006158,1387.07142857,7513.5,2358.25,8.35714285714,6.14285714286,5.57142857143,3.85714285714,4.82142857143,16.3928571429,24.2857142857,53.1071428571,71.3928571429,76.0,82.8214285714,87.7142857143,87.5357142857,91.5,90.7857142857,93.25,107.071428571,104.607142857,99.7857142857,82.5714285714,65.1428571429,53.8571428571,44.1071428571,26.3928571429,1368.25,1469.25,1852.25,1438.0,1385.75,1206.0,990.0
